Pilot,Tail Number,Derived Origin,Start Latitude,Start Longitude,Derived Destination,End Latitude,End Longitude,Start Time,End Time,Total Duration,Total Distance,Initial Attitude Source,Device Model,Device Model Detailed,iOS Version,Battery Level,Battery State,GPS Source,Maximum Vertical Error,Minimum Vertical Error,Average Vertical Error,Maximum Horizontal Error,Minimum Horizontal Error,Average Horizontal Error,Imported From,Route Waypoints
"Matthew Pearon","N43060","KJEF",38.594873809934796,-92.16455458689875,"KJEF",38.59221688785631,-92.16357557720416,1623798943999,1623805223201,6279.202033042908,139.93561440690888,"None","iPhone","iPhone9,3","14.7",0.54,"iOS",84.12923431396484,3.5247302055358887,9.022594918634788,32.00483309472351,4.000604136840439,9.98047130839341,"iOS","KJEF KSAT N8248T 10500ft"
Timestamp,Latitude,Longitude,Altitude,Course,Speed,Bank,Pitch,Horizontal Error,Vertical Error
1.623798943999209E9,38.594873809934796,-92.16455458689875,544.2874911178528,-1.0,0.1818793041049709,,,6.000906205260658,6.857177734375
1.6237989449992046E9,38.59487449526777,-92.1645543409964,544.2927276267376,-1.0,0.03270436492594933,,,6.000906205260658,6.770682334899902
1.6237989459992003E9,38.5948745124703,-92.16455407778237,544.4097446430301,-1.0,0.22775004579217092,,,6.000906205260658,6.700589656829834
1.623798946999196E9,38.59487324353064,-92.16455062840983,544.4641294415153,-1.0,0.0205851250248689,,,6.000906205260658,6.62186861038208
1.6237989479991918E9,38.594872109274895,-92.1645506705316,544.525948831736,-1.0,0.10490315685607995,,,6.000906205260658,6.537545680999756
1.623798948999188E9,38.59487266435538,-92.16455070968894,544.4292768452372,-1.0,0.22238697466673488,,,6.000906205260658,6.473001480102539
1.6237989499991827E9,38.59487157696376,-92.16454883089375,544.8394334706311,-1.0,0.22238697466673488,,,6.000906205260658,6.431580543518066
1.6237989509991794E9,38.59487340447741,-92.16455019519596,545.0704749440761,-1.0,0.47184018998606386,,,6.000906205260658,6.474768161773682
1.6237989519991748E9,38.59487257054065,-92.16455015619687,545.4685159991012,-1.0,0.277779094896207,,,6.000906205260658,6.45317268371582
1.6237989529991708E9,38.59486953822713,-92.16454921484669,546.0443856023608,-1.0,0.5624124214040035,,,6.000906205260658,6.4402265548706055
1.623798953999166E9,38.594863922393166,-92.16454471561968,546.8246400523509,-1.0,0.45182042523457855,,,6.000906205260658,6.550963878631592
1.6237989549991617E9,38.594862693114315,-92.1645419933215,547.3711161338487,-1.0,0.5624124214040035,,,12.001812410521316,7.6019206047058105
1.6237989559991574E9,38.594857418095614,-92.16454145846198,547.6973462418698,-1.0,0.3357492206067617,,,8.001208273680877,7.436329364776611
1.6237989569991527E9,38.5948529373487,-92.16454723917977,547.8684633662273,-1.0,0.4112762870578523,,,8.001208273680877,7.719240188598633
1.6237989579991484E9,38.59485493431248,-92.16454487370146,548.4185533836772,-1.0,0.8064337145091233,,,8.001208273680877,7.64127779006958
1.6237989589991436E9,38.59485371749009,-92.16454831746267,548.6512381004709,-1.0,0.28157326202591154,,,8.001208273680877,7.4943413734436035
1.6237989599991393E9,38.59484864503108,-92.16455341975482,548.6407977472842,-1.0,0.24941716770469785,,,8.001208273680877,7.4176249504089355
1.623798960999135E9,38.594848615931106,-92.16455322116182,548.3237488907957,-1.0,0.255508504921627,,,8.001208273680877,7.382122993469238
1.6237989619991298E9,38.594849495331154,-92.16454867425237,547.5985611185486,-1.0,0.2772142668646224,,,8.001208273680877,7.343204021453857
1.623798962999125E9,38.59485127403786,-92.16454745766025,546.889466441868,-1.0,0.08041356030418459,,,8.001208273680877,7.284820079803467
1.6237989639991205E9,38.594850277916336,-92.1645445833796,546.6963034535827,-1.0,0.0731383652572091,,,6.000906205260658,7.226177215576172
1.6237989649991155E9,38.59484885985236,-92.16453855719276,546.6460883288953,-1.0,0.1447192534242487,,,6.000906205260658,7.196549415588379
1.6237989659991107E9,38.59484674760599,-92.16453967371261,546.9435047356235,-1.0,0.1447192534242487,,,6.000906205260658,7.16781759262085
1.6237989669991064E9,38.59484582136754,-92.1645517743779,546.9402478571893,-1.0,0.6653276225546113,,,6.000906205260658,7.2502827644348145
1.6237989679991016E9,38.59484219046226,-92.16454804381777,547.1705311068125,-1.0,0.15239533878733388,,,8.001208273680877,7.3617401123046875
1.6237989689990969E9,38.59484473928584,-92.16455301509623,547.5695156581936,-1.0,0.3407601431786598,,,8.001208273680877,7.401647090911865
1.6237989699990914E9,38.594845056037045,-92.16455686360251,547.8353662440039,-1.0,0.3407601431786598,,,8.001208273680877,7.399499416351318
1.6237989709990869E9,38.59484066111697,-92.16455251968296,547.4906482393999,-1.0,0.7120589449203957,,,8.001208273680877,7.486353397369385
1.6237989719990819E9,38.59483891098893,-92.16454511924233,546.5055861718645,-1.0,0.3897250273056504,,,8.001208273680877,7.60267972946167
1.6237989729990773E9,38.59484613012583,-92.16455262543843,544.9023912815691,-1.0,0.2940540208327462,,,8.001208273680877,7.637088775634766
1.6237989739990728E9,38.594851354455244,-92.164555037859,543.3914899365827,-1.0,0.2602752479906401,,,8.001208273680877,7.636179447174072
1.6237989749990683E9,38.594861326570864,-92.16456208563505,542.2251985003684,-1.0,0.2550758756149733,,,8.001208273680877,7.616885185241699
1.6237989759990623E9,38.594864626881936,-92.1645717495514,540.9837189263833,-1.0,0.2602752479906401,,,6.000906205260658,7.57555627822876
1.6237989769990578E9,38.59486383600465,-92.16456719337464,539.2482918730589,-1.0,0.6020390181675757,,,6.000906205260658,7.628000259399414
